NG,,,,,,,Defense,,,,,,,,,Damage Negation,,,,,,,,,Resistances,,,,,,,,Incoming Status Damage Multipliers,,,,,,Poise,,,,,"Enemy ""Part"" Damage Multipliers",,,,,,,,,
Location,Name,ID,,Health,dlcClear,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Phys,Strike,Slash,Pierce,Magic,Fire,Ltng,Holy,,Poison,Scarlet Rot,Bleed,Frost,Sleep,Madness,Deathblight,,Bleed,Frost,Sleep,Madness,HP Burn Effect,,Base,Incoming Mult,Effective,Regen Delay,,Part 1,Part 2,Part 3,Part 4,Part 5,Part 6,Part 7,Part 8,Weak Part,Parts Damage Type
[DLC] Scadu Altus,Curseblade,50400090,,"8,426",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,0,0,0,0,,294,294,294,294,165,Immune,Immune,,1,1,1,1,1,,85,1,85,6.538,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Furnace Golem,51700090,,"128,400",-,,122,122,122,122,122,122,122,122,,20,20,40,40,20,80,20,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,0,,300,1,300,0.018,,1.3,1,1,1,0,0,0,0,0,1
[DLC] Scadu Altus,Furnace Golem,51701090,,"128,400",-,,122,122,122,122,122,122,122,122,,20,20,40,40,20,80,20,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,0,,300,1,300,0.018,,1.3,1,0,0,0,0,0,0,0,1
[DLC] Scadu Altus,Ghostflame Dragon [Boss],58600083,,"39,355",-,,123,123,123,123,123,123,123,123,,35,10,45,40,60,40,40,-10,,Immune,667,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,0.5,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.65,1
[DLC] Scadu Altus,Ralva the Great Red Bear [Boss],58200090,,"29,606",-,,123,123,123,123,123,123,123,123,,0,0,-10,0,0,-20,0,0,,416,416,681,681,227,Immune,Immune,,0.5,0.5,0.7,1,0.5,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Ralva the Great Red Bear [Boss],58200990,,"29,606",-,,123,123,123,123,123,123,123,123,,0,0,-10,0,0,-20,0,0,,416,416,681,681,227,Immune,Immune,,0.5,0.5,0.7,1,0.5,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadutree Base,Curseblade,50400091,,"9,922",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,0,0,0,0,,306,306,306,306,172,Immune,Immune,,1,1,1,1,1,,85,1,85,6.538,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadutree Base,Furnace Golem,51700091,,"151,200",-,,123,123,123,123,123,123,123,123,,20,20,40,40,20,80,20,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,0,,300,1,300,0.018,,1.3,1,1,1,0,0,0,0,0,1
[DLC] Scadutree Base,Scadutree Avatar (Phase 1) [Boss],52300096,,"7,560",-,,123,123,123,123,123,123,123,123,,20,0,20,20,40,-40,20,40,,421,421,Immune,306,Immune,Immune,Immune,,1,0.5,1,1,0.5,,120,1,120,9.231,,1,0.3,1,1,1,1,1,1,1.5,1
[DLC] Scadutree Base,Scadutree Avatar (Phase 1) [Boss],52300196,,"7,560",-,,123,123,123,123,123,123,123,123,,20,0,20,20,40,-40,20,40,,421,421,Immune,306,Immune,Immune,Immune,,1,0.5,1,1,0.5,,120,1,120,9.231,,1,0.3,1,1,1,1,1,1,1.5,1
[DLC] Scadutree Base,Scadutree Avatar (Phase 2) [Boss],52300296,,"13,608",-,,123,123,123,123,123,123,123,123,,20,0,20,20,40,-40,20,40,,421,421,Immune,306,Immune,Immune,Immune,,1,0.5,1,1,0.5,,120,1,120,9.231,,1,0.3,1,1,1,1,1,1,1.5,1
[DLC] Scadutree Base,Scadutree Avatar (Phase 3) [Boss],52300396,,"12,403",-,,123,123,123,123,123,123,123,123,,20,0,20,20,40,-40,20,40,,421,421,Immune,306,Immune,Immune,Immune,,1,0.5,1,1,0.5,,120,1,120,9.231,,1,0.3,1,1,1,1,1,1,1.5,1
[DLC] Scadutree Base,Scadutree Avatar (Phase 3) [Boss],52300496,,"13,608",-,,123,123,123,123,123,123,123,123,,20,0,20,20,40,-40,20,40,,421,421,Immune,306,Immune,Immune,Immune,,1,0.5,1,1,0.5,,120,1,120,9.231,,1,0.3,1,1,1,1,1,1,1.5,1
[DLC] Scaduview,Commander Gaius [Boss],50000092,,"33,871",-,,123,123,123,123,123,123,123,123,,20,20,40,20,20,0,0,-20,,425,425,696,696,"2,761",Immune,Immune,,0.5,0.5,1,1,0.5,,100,1,100,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview/Ancient Ruins of Rauh,Curseblade,50400094,,"11,051",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,0,0,0,0,,316,316,316,316,177,Immune,Immune,,1,1,1,1,1,,85,1,85,6.538,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview/Ancient Ruins of Rauh,Curseblade,50400494,,"11,051",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,0,0,0,0,,316,316,316,316,177,Immune,Immune,,1,1,1,1,1,,85,1,85,6.538,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scorpion River Catacombs,Death Knight (Longhaft Axe) [Boss],50701095,,"24,080",-,,123,123,123,123,123,123,123,123,,40,40,40,20,40,20,40,0,,667,667,Immune,667,667,Immune,Immune,,1,0.5,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.3,0
[DLC] Shadow Keep,Base Serpent Messmer [Boss],51301099,,"38,981",-,,124,124,124,124,124,124,124,124,,20,20,0,20,20,40,20,0,,434,434,434,316,Immune,Immune,Immune,,0.65,0.65,1,1,0.35,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Shadow Keep,Black Knight (Greatbow & Twinblade),58400198,,"5,864",-,,123,123,123,123,123,123,123,123,,20,20,40,0,20,20,-40,20,,303,303,416,416,303,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Shadow Keep,Black Knight (Greatbow & Twinblade),58400398,,"5,864",-,,123,123,123,123,123,123,123,123,,20,20,40,0,20,20,-40,20,,303,303,416,416,303,Immune,Immune,,1,1,1,1,1,,65,1,65,5,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Shadow Keep,Golden Hippopotamus [Boss],50100098,,"33,866",-,,123,123,123,123,123,123,123,123,,0,0,-10,0,0,-20,-20,0,,416,416,681,681,"2,703",Immune,Immune,,0.5,0.5,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Shadow Keep,Messmer the Impaler [Boss],51300099,,"38,981",-,,124,124,124,124,124,124,124,124,,20,20,0,20,20,40,20,40,,434,434,434,434,Immune,Immune,Immune,,0.65,0.65,1,1,0.35,,120,1,120,9.231,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure,Putrescent Knight (Phase 1) [Boss],50200087,,"20,612",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,0,0,-20,,Immune,306,Immune,Immune,"2,732",Immune,Immune,,1,1,1,1,0.5,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure,Putrescent Knight (Phase 2) [Boss],50200187,,"20,612",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,0,0,-20,,Immune,306,Immune,Immune,"2,732",Immune,Immune,,1,1,1,1,0.5,,100,1,100,7.692,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Lamprey,50600083,,"1,540",-,,122,122,122,122,122,122,122,122,,20,40,20,0,20,20,20,-20,,293,293,293,219,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600093,,"2,091",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600193,,"1,947",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Lamprey,50600283,,"1,540",-,,122,122,122,122,122,122,122,122,,20,40,20,0,20,20,20,-20,,293,293,293,219,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600293,,"2,091",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Lamprey,50600383,,"1,540",-,,122,122,122,122,122,122,122,122,,20,40,20,0,20,20,20,-20,,293,293,293,219,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600393,,"2,091",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600493,,"1,947",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600593,,"1,947",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Lamprey,50600683,,"1,540",-,,122,122,122,122,122,122,122,122,,20,40,20,0,20,20,20,-20,,293,293,293,219,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Lamprey,50600793,,"1,947",-,,124,124,124,124,124,124,124,124,,20,40,20,0,20,20,20,-20,,316,316,316,237,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Lamprey,50600883,,"1,540",-,,122,122,122,122,122,122,122,122,,20,40,20,0,20,20,20,-20,,293,293,293,219,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,2.308,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Arm),50800080,,"2,438",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Ellac River,Bloodfiend (Arm),50800081,,"2,978",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,288,288,648,288,396,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (Arm),50800087,,"3,962",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Arm),50800090,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Bloodfiend (Arm),50800094,,"4,552",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,434,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Bloodfiend (Arm),50800095,,"3,719",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,407,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Arm),50800180,,"3,875",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Arm),50800190,,"5,517",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Bloodfiend (Arm),50800194,,"7,235",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,434,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Arm),50800290,,"2,247",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Arm),50800390,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Arm),50800490,,"2,247",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Fork),50801001,,"2,438",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Fork),50801080,,"2,438",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Ellac River,Bloodfiend (Fork),50801081,,"2,978",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,288,288,648,288,396,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (Fork),50801087,,"3,962",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Fork),50801090,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Bloodfiend (Fork),50801094,,"4,552",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,434,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Bloodfiend (Fork),50801095,,"3,719",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,407,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Fork),50801180,,"3,875",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (Fork),50801187,,"6,299",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Fork),50801190,,"5,517",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Bloodfiend (Fork),50801194,,"7,235",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,434,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Bloodfiend (Fork),50801195,,"5,912",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,407,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Fork),50801390,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Fork),50801490,,"2,247",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (Sacred Spear),50802080,,"2,438",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (Sacred Spear),50802087,,"3,962",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Sacred Spear),50802090,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Bloodfiend (Sacred Spear),50802094,,"4,552",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,434,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Bloodfiend (Sacred Spear),50802095,,"3,719",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,407,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Bloodfiend (Sacred Spear),50802190,,"3,470",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,405,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (?),50803087,,"3,962",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Bloodfiend (?),50804087,,"3,962",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,416,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Bloodfiend (?),50807080,,"2,438",-,,121,121,121,121,121,121,121,121,,0,0,-20,0,20,40,20,20,,280,280,630,280,385,Immune,Immune,,1,1,1,1,1,,40,1,40,3.077,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Chief Bloodfiend,50810087,,"12,529",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Chief Bloodfiend,50810090,,"10,974",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Chief Bloodfiend,50810094,,"14,392",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Chief Bloodfiend,50810095,,"11,760",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scaduview / Ancient Ruins of Rauh,Chief Bloodfiend,50810194,,"14,392",-,,124,124,124,124,124,124,124,124,,0,0,-20,0,20,40,20,20,,316,316,711,316,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Chief Bloodfiend,50810195,,"11,760",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,296,296,667,296,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Chief Bloodfiend,50810990,,"21,948",-,,122,122,122,122,122,122,122,122,,0,0,-20,0,20,40,20,20,,294,294,663,294,Immune,Immune,Immune,,0.65,0.65,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Chief Bloodfiend,50811087,,"12,529",-,,123,123,123,123,123,123,123,123,,0,0,-20,0,20,40,20,20,,303,303,681,303,Immune,Immune,Immune,,1,1,1,1,0.5,,80,1,80,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Gravebird,50900080,,"1,134",-,,121,121,121,121,121,121,121,121,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Ellac River,Gravebird,50900081,,"1,386",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Castle Ensis / Cerulean Coast,Gravebird,50900083,,"1,559",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Gravebird,50900084,,"1,730",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Stone Coffin Fissure / Shadow Keep,Gravebird,50900087,,"1,843",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
"[DLC] Belurat, Tower Settlement",Gravebird,50900088,,"1,262",-,,121,121,121,121,121,121,121,121,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Jagged Peak / Enir-Ilim / Finger Birthing Grounds,Gravebird,50900089,,"2,269",-,,124,124,124,124,124,124,124,124,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Gravebird,50900090,,"1,615",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadutree Base,Gravebird,50900091,,"1,901",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Gravebird,50900095,,"1,730",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Gravebird,50900190,,"1,615",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Gravesite Plain,Gravebird,50900280,,"1,134",-,,121,121,121,121,121,121,121,121,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Ellac River,Gravebird,50900281,,"1,386",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Charo's Hidden Grave,Gravebird,50900284,,"1,730",-,,123,123,123,123,123,123,123,123,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
"[DLC] Belurat, Tower Settlement",Gravebird,50900288,,"1,262",-,,121,121,121,121,121,121,121,121,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
[DLC] Scadu Altus,Gravebird,50900290,,"1,615",-,,122,122,122,122,122,122,122,122,,20,0,40,40,20,40,40,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,1,,30,1,30,6.154,,1,1,1,1,1,1,1,1,1.5,0
